age,status,sex,orientation,body_type,diet,drinks,drugs,education,ethnicity,height,income,job,last_online,location,offspring,pets,religion,sign,smokes,speaks
28,single,f,straight,athletic,mostly anything,socially,,graduated from space camp,asian,69,-1,other,2012-06-29-03-55,"san francisco, california","has a kid, but doesn't want more",,other and laughing about it,aries and it&rsquo;s fun to think about,sometimes,english
21,single,m,straight,average,vegetarian,,never,working on college/university,hispanic / latin,67,-1,,2012-06-28-15-27,"san francisco, california",,,christianity but not too serious about it,scorpio and it&rsquo;s fun to think about,no,"english (fluently), spanish (fluently), french (okay), portuguese (poorly), japanese (poorly)"
50,single,m,straight,average,mostly anything,often,never,graduated from college/university,white,70,-1,entertainment / media,2012-06-29-20-31,"san francisco, california",,has dogs and has cats,buddhism but not too serious about it,cancer and it&rsquo;s fun to think about,no,english
24,single,f,straight,average,,not at all,never,,"black, other",71,-1,,2012-01-25-18-46,"mill valley, california",,has dogs and has cats,,virgo,yes,english
24,single,m,gay,,mostly anything,often,sometimes,graduated from masters program,"hispanic / latin, white",74,-1,computer / hardware / software,2012-06-22-09-36,"san francisco, california",,likes dogs,atheism,aries,no,"english (fluently), spanish (okay), c++ (fluently)"
32,single,m,straight,average,anything,socially,never,,white,69,-1,construction / craftsmanship,2012-06-29-19-42,"san francisco, california",,likes dogs,,aquarius but it doesn&rsquo;t matter,no,english
50,single,m,straight,fit,mostly anything,often,,graduated from two-year college,white,68,100000,science / tech / engineering,2012-05-26-02-19,"san francisco, california","doesn't have kids, and doesn't want any",,atheism and laughing about it,gemini but it doesn&rsquo;t matter,no,english (poorly)
33,single,f,straight,skinny,,socially,never,college/university,"hispanic / latin, white",60,-1,,2012-06-29-22-38,"san francisco, california",doesn't have kids,,,,no,english
38,single,m,straight,average,other,not at all,,,,68,-1,,2012-06-29-08-41,"san francisco, california",,,,sagittarius,trying to quit,english
49,available,m,straight,athletic,strictly anything,socially,sometimes,dropped out of space camp,"white, other",70,-1,artistic / musical / writer,2012-06-29-10-16,"san francisco, california","has kids, but doesn't want more",likes dogs and likes cats,agnosticism and very serious about it,aquarius and it&rsquo;s fun to think about,no,"english, esperanto (poorly)"
35,single,m,straight,athletic,,socially,,graduated from college/university,white,70,-1,entertainment / media,2012-06-13-22-47,"san francisco, california",,likes dogs and likes cats,,gemini,no,english
20,single,f,straight,curvy,vegan,,,,hispanic / latin,60,-1,,2012-06-11-08-54,"san francisco, california",,has dogs,,leo,no,"english (fluently), spanish (fluently), french (poorly)"
22,single,m,straight,athletic,,not at all,,,white,67,-1,,2012-06-29-11-46,"san francisco, california",,likes dogs and likes cats,agnosticism and laughing about it,leo and it&rsquo;s fun to think about,no,"english (fluently), french (fluently)"
32,single,m,straight,curvy,mostly anything,rarely,sometimes,graduated from space camp,"hispanic / latin, white",83,70000,other,2012-01-08-10-49,"hayward, california",,likes dogs and likes cats,buddhism but not too serious about it,aries and it&rsquo;s fun to think about,when drinking,"english (fluently), spanish (poorly)"
25,single,m,straight,skinny,,socially,often,,,70,-1,rather not say,2012-06-29-11-03,"vallejo, california",,,,aquarius,trying to quit,english
26,single,f,straight,a little extra,strictly vegan,desperately,often,dropped out of high school,other,59,-1,other,2011-08-09-19-04,"san francisco, california",,,other,gemini,yes,english
23,single,m,straight,average,mostly anything,socially,sometimes,working on college/university,asian,71,20000,artistic / musical / writer,2012-06-15-22-44,"san francisco, california",doesn't have kids,has dogs and likes cats,,sagittarius,yes,"english (fluently), korean (okay), french (poorly)"
43,single,m,straight,thin,anything,,,,white,77,-1,law / legal services,2012-06-29-18-40,"san francisco, california",doesn't have kids,likes dogs,,,no,english
28,single,m,straight,athletic,mostly anything,rarely,never,graduated from college/university,white,69,100000,medicine / health,2012-06-23-20-53,"san francisco, california",doesn't have kids,,,scorpio,no,"english (fluently), portuguese (poorly)"
44,available,m,bisexual,athletic,mostly anything,socially,sometimes,working on college/university,"native american, white, other",76,-1,other,2012-06-29-09-25,"san leandro, california",has kids,likes dogs and has cats,other and very serious about it,aquarius and it matters a lot,no,english (fluently)
22,single,m,gay,thin,mostly anything,socially,,graduated from college/university,white,71,-1,student,2012-06-22-11-11,"stanford, california",doesn't have kids,,,,no,"english (fluently), french (fluently)"
31,single,f,straight,fit,mostly vegetarian,socially,,,white,68,-1,,2012-06-28-22-17,"san francisco, california",,,,,no,english
65,single,m,gay,,,socially,never,graduated from masters program,white,70,-1,education / academia,2012-06-26-14-11,"san francisco, california",has a kid,likes dogs,,aquarius but it doesn&rsquo;t matter,no,"english (fluently), french (poorly)"
36,single,f,straight,curvy,,socially,,,white,70,-1,medicine / health,2012-06-27-01-38,"larkspur, california",doesn't have kids,likes dogs and has cats,,taurus and it&rsquo;s fun to think about,no,english
35,single,f,straight,thin,mostly anything,socially,,graduated from college/university,white,62,-1,sales / marketing / biz dev,2012-06-18-14-51,"san francisco, california","doesn't have kids, but wants them",likes dogs,christianity and somewhat serious about it,,no,english
40,single,f,straight,curvy,mostly other,socially,never,graduated from masters program,"black, indian",70,-1,artistic / musical / writer,2012-06-29-19-59,"oakland, california","doesn't have kids, but might want them",likes dogs and likes cats,christianity and laughing about it,scorpio and it&rsquo;s fun to think about,,"english (fluently), italian (okay), chinese (poorly)"
30,single,f,straight,curvy,mostly anything,rarely,never,graduated from two-year college,,66,-1,artistic / musical / writer,2012-06-29-19-47,"san francisco, california","doesn't have kids, but might want them",has cats,,sagittarius and it&rsquo;s fun to think about,no,english
26,single,m,straight,thin,strictly vegetarian,socially,sometimes,graduated from college/university,white,72,-1,,2012-06-29-00-31,"san francisco, california","doesn't have kids, but might want them",likes dogs and likes cats,atheism and somewhat serious about it,gemini and it&rsquo;s fun to think about,no,english
23,single,m,gay,fit,mostly vegetarian,socially,,graduated from college/university,"hispanic / latin, other",73,-1,other,2012-06-27-14-58,"san francisco, california",,,other,sagittarius and it&rsquo;s fun to think about,no,"english (fluently), spanish (fluently), hindi (poorly), other (poorly), other (poorly)"
27,available,m,straight,,,socially,sometimes,graduated from masters program,,68,-1,education / academia,2012-06-29-22-03,"oakland, california",,has dogs and likes cats,atheism,virgo,no,english (poorly)
36,single,m,straight,average,strictly anything,often,sometimes,dropped out of college/university,white,72,-1,entertainment / media,2012-06-30-00-28,"orinda, california",doesn't want kids,,,leo,yes,"english (fluently), spanish (okay)"
41,available,f,bisexual,fit,strictly anything,often,never,graduated from two-year college,white,66,-1,other,2012-06-23-21-19,"san francisco, california",doesn't want kids,likes dogs and likes cats,atheism and somewhat serious about it,cancer and it&rsquo;s fun to think about,no,"english (fluently), italian (poorly), french (poorly)"
45,single,m,straight,athletic,mostly anything,socially,never,graduated from two-year college,hispanic / latin,70,-1,banking / financial / real estate,2012-04-09-08-03,"larkspur, california",,likes dogs and likes cats,other,aquarius but it doesn&rsquo;t matter,no,english
48,single,m,straight,average,,socially,never,,hispanic / latin,68,-1,,2012-06-25-21-11,"hayward, california",has a kid,,,cancer,no,english
26,single,m,straight,average,strictly anything,often,never,graduated from college/university,white,76,-1,political / government,2012-06-30-00-28,"oakland, california",,likes dogs,,aquarius and it&rsquo;s fun to think about,sometimes,"english, french (okay)"
23,single,m,straight,fit,mostly anything,socially,never,graduated from college/university,white,67,30000,artistic / musical / writer,2012-06-28-08-08,"san francisco, california","doesn't have kids, and doesn't want any",likes dogs and likes cats,other,libra and it&rsquo;s fun to think about,no,"english (fluently), chinese (okay)"
28,single,f,gay,average,,socially,never,,other,68,-1,,2012-05-05-11-09,"san leandro, california",,,christianity,sagittarius,no,english
29,single,m,straight,average,anything,socially,never,graduated from law school,white,74,-1,other,2012-06-30-00-28,"san mateo, california",doesn't have kids,has dogs,catholicism,libra,no,english
42,single,f,straight,,,socially,never,,white,67,-1,education / academia,2012-06-17-02-52,"san francisco, california",doesn't have kids,has dogs,christianity,pisces,no,english
33,single,f,straight,thin,anything,not at all,never,graduated from college/university,white,60,-1,hospitality / travel,2012-06-26-09-06,"emeryville, california","doesn't have kids, but wants them",likes dogs,christianity but not too serious about it,virgo and it&rsquo;s fun to think about,no,english (fluently)
52,single,m,straight,a little extra,anything,socially,never,graduated from high school,hispanic / latin,70,70000,other,2012-05-03-01-52,"castro valley, california",has kids,,christianity,pisces but it doesn&rsquo;t matter,no,english
25,single,m,straight,athletic,mostly anything,socially,never,graduated from two-year college,hispanic / latin,63,30000,sales / marketing / biz dev,2012-04-24-23-08,"redwood city, california","doesn't have kids, but might want them",likes dogs,catholicism but not too serious about it,pisces but it doesn&rsquo;t matter,trying to quit,english
61,single,m,straight,fit,mostly anything,socially,never,graduated from college/university,white,68,-1,medicine / health,2012-06-28-16-37,"moraga, california",has kids,likes dogs and dislikes cats,catholicism but not too serious about it,gemini but it doesn&rsquo;t matter,no,english (fluently)
